   Komb             Odds    Kvot Spelat belopp Beräknat spelbelopp
 3- 0	 2- 3	 1- 1	    32154.04	Ej Spelad	1.00	 1
 3- 0	 2- 3	 1- 2	   127781.96	Ej Spelad	1.00	 1
 3- 0	 2- 3	 2- 0	    97278.38	Ej Spelad	1.00	 1
 3- 0	 2- 3	 2- 1	    48632.29	Ej Spelad	1.00	 1
 3- 0	 2- 3	 2- 2	   109533.25	Ej Spelad	1.00	 1
 3- 0	 2- 3	 3- 0	   313115.44	Ej Spelad	1.00	 1
 3- 0	 2- 4	 0- 0	   247324.52	Ej Spelad	1.00	 1
 3- 0	 2- 4	 1- 0	   128611.08	Ej Spelad	1.00	 1
 3- 0	 2- 4	 1- 1	   255314.92	Ej Spelad	1.00	 1
 3- 0	 2- 4	 2- 0	   194687.69	Ej Spelad	1.00	 1
 3- 0	 2- 4	 2- 1	   218944.09	Ej Spelad	1.00	 1
 3- 0	 3- 0	 0- 0	    25226.35	Ej Spelad	1.00	 1
 3- 0	 3- 0	 0- 1	    22931.42	Ej Spelad	1.00	 1
 3- 0	 3- 0	 0- 2	    47294.60	Ej Spelad	1.00	 1
 3- 0	 3- 0	 0- 3	    90669.53	Ej Spelad	1.00	 1
 3- 0	 3- 0	 0- 4	   384971.19	Ej Spelad	1.00	 1
 3- 0	 3- 0	 1- 0	    15446.03	Ej Spelad	1.00	 1
 3- 0	 3- 0	 1- 1	    24953.73	Ej Spelad	1.00	 1
 3- 0	 3- 0	 1- 2	    38953.01	Ej Spelad	1.00	 1
 3- 0	 3- 0	 1- 3	   146175.30	Ej Spelad	1.00	 1
 3- 0	 3- 0	 1- 4	   291848.84	Ej Spelad	1.00	 1
 3- 0	 3- 0	 2- 1	    40561.95	Ej Spelad	1.00	 1
 3- 0	 3- 0	 2- 2	    56178.38	Ej Spelad	1.00	 1
 3- 0	 3- 0	 2- 3	   312809.91	Ej Spelad	1.00	 1
 3- 0	 3- 0	 3- 2	   364938.13	Ej Spelad	1.00	 1
 3- 0	 3- 1	 0- 0	    22925.55	Ej Spelad	1.00	 1
 3- 0	 3- 1	 0- 1	    23671.14	Ej Spelad	1.00	 1
 3- 0	 3- 1	 0- 2	    30300.94	Ej Spelad	1.00	 1
 3- 0	 3- 1	 0- 3	    96500.07	Ej Spelad	1.00	 1
 3- 0	 3- 1	 1- 0	    24955.34	Ej Spelad	1.00	 1
 3- 0	 3- 1	 1- 1	    19465.73	Ej Spelad	1.00	 1
 3- 0	 3- 1	 1- 2	    48651.56	Ej Spelad	1.00	 1
 3- 0	 3- 1	 1- 3	    72902.27	Ej Spelad	1.00	 1
 3- 0	 3- 1	 1- 4	   328980.13	Ej Spelad	1.00	 1
 3- 0	 3- 1	 2- 0	    40540.60	Ej Spelad	1.00	 1
 3- 0	 3- 1	 2- 1	    28062.53	Ej Spelad	1.00	 1
 3- 0	 3- 1	 2- 2	   104266.07	Ej Spelad	1.00	 1
 3- 0	 3- 1	 3- 1	   182478.72	Ej Spelad	1.00	 1
 3- 0	 3- 1	 3- 2	   364798.31	Ej Spelad	1.00	 1
 3- 0	 3- 2	 0- 0	    47262.44	Ej Spelad	1.00	 1
 3- 0	 3- 2	 0- 1	    30289.62	Ej Spelad	1.00	 1
 3- 0	 3- 2	 0- 2	    64342.57	Ej Spelad	1.00	 1
 3- 0	 3- 2	 0- 3	   383504.91	Ej Spelad	1.00	 1
 3- 0	 3- 2	 1- 0	    38919.82	Ej Spelad	1.00	 1
 3- 0	 3- 2	 1- 1	    48669.98	Ej Spelad	1.00	 1
 3- 0	 3- 2	 1- 2	    48664.92	Ej Spelad	1.00	 1
 3- 0	 3- 2	 1- 3	   164487.31	Ej Spelad	1.00	 1
 3- 0	 3- 2	 2- 0	    56132.92	Ej Spelad	1.00	 1
 3- 0	 3- 2	 2- 1	   104278.26	Ej Spelad	1.00	 1
 3- 0	 3- 2	 2- 2	   365004.28	Ej Spelad	1.00	 1
 3- 0	 3- 2	 3- 0	   365203.81	Ej Spelad	1.00	 1
 3- 0	 3- 2	 3- 1	   365047.88	Ej Spelad	1.00	 1
 3- 0	 3- 3	 0- 0	    90785.48	Ej Spelad	1.00	 1
 3- 0	 3- 3	 0- 1	    96515.05	Ej Spelad	1.00	 1
 3- 0	 3- 3	 0- 2	   382503.97	Ej Spelad	1.00	 1
 3- 0	 3- 3	 1- 0	   145965.88	Ej Spelad	1.00	 1
 3- 0	 3- 3	 1- 1	    72935.15	Ej Spelad	1.00	 1
 3- 0	 3- 3	 1- 2	   164131.73	Ej Spelad	1.00	 1
 3- 0	 3- 3	 2- 0	   312925.91	Ej Spelad	1.00	 1
 3- 0	 3- 4	 0- 0	   385164.19	Ej Spelad	1.00	 1
 3- 0	 3- 4	 1- 0	   291992.84	Ej Spelad	1.00	 1
 3- 0	 3- 4	 1- 1	   328840.59	Ej Spelad	1.00	 1
 3- 0	 4- 0	 0- 0	    61773.70	Ej Spelad	1.00	 1
 3- 0	 4- 0	 0- 1	    99810.31	Ej Spelad	1.00	 1
 3- 0	 4- 0	 0- 2	   155570.75	Ej Spelad	1.00	 1
 3- 0	 4- 0	 1- 1	    81069.77	Ej Spelad	1.00	 1
 3- 0	 4- 0	 1- 2	   112320.54	Ej Spelad	1.00	 1
 3- 0	 4- 1	 0- 0	    99751.77	Ej Spelad	1.00	 1
 3- 0	 4- 1	 0- 1	    77843.13	Ej Spelad	1.00	 1
 3- 0	 4- 1	 0- 2	   194538.20	Ej Spelad	1.00	 1
 3- 0	 4- 1	 0- 3	   293192.03	Ej Spelad	1.00	 1
 3- 0	 4- 1	 1- 0	    81115.42	Ej Spelad	1.00	 1
 3- 0	 4- 1	 1- 1	    56157.76	Ej Spelad	1.00	 1
 3- 0	 4- 1	 1- 2	   208505.94	Ej Spelad	1.00	 1
 3- 0	 4- 1	 2- 1	   243284.75	Ej Spelad	1.00	 1
 3- 0	 4- 2	 0- 0	   155493.08	Ej Spelad	1.00	 1
 3- 0	 4- 2	 0- 1	   194628.80	Ej Spelad	1.00	 1
 3- 0	 4- 2	 0- 2	   194213.92	Ej Spelad	1.00	 1
 3- 0	 4- 2	 1- 0	   112268.42	Ej Spelad	1.00	 1
 3- 0	 4- 2	 1- 1	   208180.27	Ej Spelad	1.00	 1
 3- 0	 4- 3	 0- 1	   291381.84	Ej Spelad	1.00	 1
 3- 0	 5- 1	 0- 1	   280707.72	Ej Spelad	1.00	 1
 3- 1	 0- 0	 0- 0	     2607.38	28.281	17.57	18
 3- 1	 0- 0	 0- 1	     3173.70	11.617	19.60	20
 3- 1	 0- 0	 0- 2	     2613.60	28.214	17.54	18
 3- 1	 0- 0	 0- 3	    28051.03	 2.629	2.53	 3
 3- 1	 0- 0	 1- 0	     2081.65	35.424	20.15	20
 3- 1	 0- 0	 1- 1	     2790.96	26.421	16.84	17
 3- 1	 0- 0	 1- 2	     7549.00	 9.768	8.65	 9
 3- 1	 0- 0	 1- 3	     8816.38	 8.364	7.70	 8
 3- 1	 0- 0	 2- 0	     5606.43	13.153	10.69	11
 3- 1	 0- 0	 2- 1	     5293.42	13.931	11.12	11
 3- 1	 0- 0	 2- 2	    12517.91	 5.891	5.81	 6
 3- 1	 0- 0	 3- 0	    22937.12	 3.215	3.23	 3
 3- 1	 0- 0	 3- 1	    23656.70	 3.117	3.11	 3
 3- 1	 0- 0	 3- 2	    30265.78	 2.436	2.28	 2
 3- 1	 0- 1	 0- 0	     3174.40	23.230	15.54	16
 3- 1	 0- 1	 0- 1	     1306.11	28.229	35.09	35
 3- 1	 0- 1	 0- 2	     9351.77	 3.943	8.02	 8
 3- 1	 0- 1	 0- 3	    19001.69	 1.940	3.20	 3
 3- 1	 0- 1	 1- 0	     2790.93	13.211	21.44	21
 3- 1	 0- 1	 1- 1	     3774.76	 9.768	17.29	17
 3- 1	 0- 1	 1- 2	     2937.54	 8.368	23.10	23
 3- 1	 0- 1	 2- 0	     5295.52	13.925	11.11	11
 3- 1	 0- 1	 2- 1	     6257.41	 3.928	11.98	12
 3- 1	 0- 1	 2- 2	    20661.57	 1.784	2.73	 3
 3- 1	 0- 1	 3- 0	    23628.63	 1.560	2.03	 2
 3- 1	 0- 1	 3- 1	    15137.32	 2.436	4.56	 5
 3- 1	 0- 1	 3- 2	    32165.29	 2.293	2.09	 2
 3- 1	 0- 2	 0- 0	     2612.55	28.225	17.55	18
 3- 1	 0- 2	 0- 1	     9343.31	 3.946	8.03	 8
 3- 1	 0- 2	 0- 2	    12697.68	 5.807	5.74	 6
 3- 1	 0- 2	 0- 3	    42085.69	 1.752	1.32	 1
 3- 1	 0- 2	 1- 0	     7550.73	 9.766	8.65	 9
 3- 1	 0- 2	 1- 1	     2938.08	25.098	16.31	16
 3- 1	 0- 2	 2- 0	    12505.92	 5.896	5.81	 6
 3- 1	 0- 2	 2- 1	    20640.68	 3.573	3.62	 4
 3- 1	 0- 2	 3- 0	    30238.41	 2.439	2.28	 2
 3- 1	 0- 2	 3- 1	    32130.98	 2.295	2.09	 2
 3- 1	 0- 3	 0- 0	    28000.54	 2.634	2.53	 3
 3- 1	 0- 3	 0- 1	    19020.08	 3.877	3.94	 4
 3- 1	 0- 3	 1- 0	     8801.08	 8.379	7.71	 8
 3- 1	 0- 3	 1- 1	    38587.74	 1.911	1.56	 2
 3- 1	 1- 0	 0- 0	     2081.48	Ej Spelad	1.00	 1
 3- 1	 1- 0	 0- 1	     2790.97	Ej Spelad	1.00	 1
 3- 1	 1- 0	 0- 2	     7557.82	Ej Spelad	1.00	 1
 3- 1	 1- 0	 0- 3	     8814.30	Ej Spelad	1.00	 1
 3- 1	 1- 0	 0- 4	   154339.22	Ej Spelad	1.00	 1
 3- 1	 1- 0	 1- 0	     2803.55	Ej Spelad	1.00	 1
 3- 1	 1- 0	 1- 1	     2647.29	Ej Spelad	1.00	 1
 3- 1	 1- 0	 1- 2	     6254.89	Ej Spelad	1.00	 1
 3- 1	 1- 0	 1- 3	    30983.22	Ej Spelad	1.00	 1
 3- 1	 1- 0	 2- 0	     7642.90	Ej Spelad	1.00	 1
 3- 1	 1- 0	 2- 1	     7884.70	Ej Spelad	1.00	 1
 3- 1	 1- 0	 2- 2	    10098.75	Ej Spelad	1.00	 1
 3- 1	 1- 0	 2- 3	    32132.22	Ej Spelad	1.00	 1
 3- 1	 1- 0	 2- 4	   255572.83	Ej Spelad	1.00	 1
 3- 1	 1- 0	 3- 0	    24958.08	Ej Spelad	1.00	 1
 3- 1	 1- 0	 3- 1	    19465.29	Ej Spelad	1.00	 1
 3- 1	 1- 0	 3- 2	    48717.90	Ej Spelad	1.00	 1
 3- 1	 1- 0	 3- 3	    73058.87	Ej Spelad	1.00	 1
 3- 1	 1- 0	 3- 4	   329309.16	Ej Spelad	1.00	 1
 3- 1	 1- 0	 4- 0	    81111.24	Ej Spelad	1.00	 1
 3- 1	 1- 0	 4- 1	    56216.23	Ej Spelad	1.00	 1
 3- 1	 1- 0	 4- 2	   208715.91	Ej Spelad	1.00	 1
 3- 1	 1- 1	 0- 0	     2790.21	Ej Spelad	1.00	 1
 3- 1	 1- 1	 0- 1	     3776.95	Ej Spelad	1.00	 1
 3- 1	 1- 1	 0- 2	     2939.79	Ej Spelad	1.00	 1
 3- 1	 1- 1	 0- 3	    38572.85	Ej Spelad	1.00	 1
 3- 1	 1- 1	 0- 4	   126271.88	Ej Spelad	1.00	 1
 3- 1	 1- 1	 1- 0	     2644.66	Ej Spelad	1.00	 1
 3- 1	 1- 1	 1- 1	     3127.76	Ej Spelad	1.00	 1
 3- 1	 1- 1	 1- 2	    10322.58	Ej Spelad	1.00	 1
 3- 1	 1- 1	 1- 4	   208163.41	Ej Spelad	1.00	 1
 3- 1	 1- 1	 2- 0	     7884.20	Ej Spelad	1.00	 1
 3- 1	 1- 1	 2- 1	     5045.34	Ej Spelad	1.00	 1
 3- 1	 1- 1	 2- 2	    10715.14	Ej Spelad	1.00	 1
 3- 1	 1- 1	 2- 3	    63849.37	Ej Spelad	1.00	 1
 3- 1	 1- 1	 3- 0	    19460.08	Ej Spelad	1.00	 1
 3- 1	 1- 1	 3- 1	    24338.76	Ej Spelad	1.00	 1
 3- 1	 1- 1	 3- 2	    24335.65	Ej Spelad	1.00	 1
 3- 1	 1- 1	 3- 3	    82157.30	Ej Spelad	1.00	 1
 3- 1	 1- 1	 4- 0	    56153.81	Ej Spelad	1.00	 1
 3- 1	 1- 1	 4- 1	   104288.42	Ej Spelad	1.00	 1
 3- 1	 1- 1	 4- 2	   364830.50	Ej Spelad	1.00	 1
 3- 1	 1- 2	 0- 0	     7548.94	Ej Spelad	1.00	 1
 3- 1	 1- 2	 0- 1	     2935.60	Ej Spelad	1.00	 1
 3- 1	 1- 2	 0- 2	    25708.01	Ej Spelad	1.00	 1
 3- 1	 1- 2	 0- 3	    63069.20	Ej Spelad	1.00	 1
 3- 1	 1- 2	 0- 4	   357197.81	Ej Spelad	1.00	 1
 3- 1	 1- 2	 1- 0	     6256.13	Ej Spelad	1.00	 1
 3- 1	 1- 2	 1- 1	    10319.79	Ej Spelad	1.00	 1
 3- 1	 1- 2	 1- 3	   104157.49	Ej Spelad	1.00	 1
 3- 1	 1- 2	 1- 4	   268094.25	Ej Spelad	1.00	 1
 3- 1	 1- 2	 2- 0	    10088.26	Ej Spelad	1.00	 1
 3- 1	 1- 2	 2- 1	    10706.22	Ej Spelad	1.00	 1
 3- 1	 1- 2	 2- 2	    42584.80	Ej Spelad	1.00	 1
 3- 1	 1- 2	 3- 0	    48671.65	Ej Spelad	1.00	 1
 3- 1	 1- 2	 3- 1	    24327.04	Ej Spelad	1.00	 1
 3- 1	 1- 2	 3- 2	    54743.19	Ej Spelad	1.00	 1
 3- 1	 1- 2	 4- 0	   208448.39	Ej Spelad	1.00	 1
 3- 1	 1- 2	 4- 1	   365302.38	Ej Spelad	1.00	 1
 3- 1	 1- 3	 0- 0	     8815.46	Ej Spelad	1.00	 1
 3- 1	 1- 3	 0- 1	    38567.77	Ej Spelad	1.00	 1
 3- 1	 1- 3	 0- 2	    63117.30	Ej Spelad	1.00	 1
 3- 1	 1- 3	 0- 3	   267588.53	Ej Spelad	1.00	 1
 3- 1	 1- 3	 1- 0	    30967.69	Ej Spelad	1.00	 1
 3- 1	 1- 3	 1- 2	   104093.91	Ej Spelad	1.00	 1
 3- 1	 1- 3	 1- 3	   200863.22	Ej Spelad	1.00	 1
 3- 1	 1- 3	 2- 0	    32134.02	Ej Spelad	1.00	 1
 3- 1	 1- 3	 2- 1	    63822.20	Ej Spelad	1.00	 1
 3- 1	 1- 3	 3- 0	    72964.97	Ej Spelad	1.00	 1
 3- 1	 1- 3	 3- 1	    82051.72	Ej Spelad	1.00	 1
 3- 1	 1- 4	 0- 0	   154120.03	Ej Spelad	1.00	 1
 3- 1	 1- 4	 0- 1	   126363.78	Ej Spelad	1.00	 1
 3- 1	 1- 4	 0- 2	   356786.22	Ej Spelad	1.00	 1
 3- 1	 1- 4	 1- 1	   208319.48	Ej Spelad	1.00	 1
 3- 1	 1- 4	 1- 2	   267717.06	Ej Spelad	1.00	 1
 3- 1	 1- 4	 2- 0	   255832.94	Ej Spelad	1.00	 1
 3- 1	 1- 4	 3- 0	   328416.25	Ej Spelad	1.00	 1
 3- 1	 2- 0	 0- 0	     5606.05	Ej Spelad	1.00	 1
 3- 1	 2- 0	 0- 1	     5290.57	Ej Spelad	1.00	 1
 3- 1	 2- 0	 0- 2	    12507.30	Ej Spelad	1.00	 1
 3- 1	 2- 0	 0- 3	    61940.35	Ej Spelad	1.00	 1
 3- 1	 2- 0	 1- 0	     7644.48	Ej Spelad	1.00	 1
 3- 1	 2- 0	 1- 1	     7886.39	Ej Spelad	1.00	 1
 3- 1	 2- 0	 1- 2	    10091.84	Ej Spelad	1.00	 1
 3- 1	 2- 0	 1- 3	    32146.51	Ej Spelad	1.00	 1
 3- 1	 2- 0	 1- 4	   255611.03	Ej Spelad	1.00	 1
 3- 1	 2- 0	 2- 0	    16634.12	Ej Spelad	1.00	 1
 3- 1	 2- 0	 2- 1	    12975.83	Ej Spelad	1.00	 1
 3- 1	 2- 0	 2- 2	    32432.15	Ej Spelad	1.00	 1
 3- 1	 2- 0	 2- 3	    48640.43	Ej Spelad	1.00	 1
 3- 1	 2- 0	 2- 4	   219036.11	Ej Spelad	1.00	 1
 3- 1	 2- 0	 3- 0	    40549.57	Ej Spelad	1.00	 1
 3- 1	 2- 0	 3- 1	    28063.67	Ej Spelad	1.00	 1
 3- 1	 2- 0	 3- 2	   104247.05	Ej Spelad	1.00	 1
 3- 1	 2- 0	 4- 1	   243217.91	Ej Spelad	1.00	 1
 3- 1	 2- 1	 0- 0	     5295.44	Ej Spelad	1.00	 1
 3- 1	 2- 1	 0- 1	     6251.36	Ej Spelad	1.00	 1
 3- 1	 2- 1	 0- 2	    20634.29	Ej Spelad	1.00	 1
 3- 1	 2- 1	 1- 0	     7885.14	Ej Spelad	1.00	 1
 3- 1	 2- 1	 1- 1	     5046.74	Ej Spelad	1.00	 1
 3- 1	 2- 1	 1- 2	    10713.45	Ej Spelad	1.00	 1
 3- 1	 2- 1	 1- 3	    63890.61	Ej Spelad	1.00	 1
 3- 1	 2- 1	 2- 0	    12975.88	Ej Spelad	1.00	 1
 3- 1	 2- 1	 2- 1	    16218.75	Ej Spelad	1.00	 1
 3- 1	 2- 1	 2- 2	    16216.03	Ej Spelad	1.00	 1
 3- 1	 2- 1	 2- 3	    54773.11	Ej Spelad	1.00	 1
 3- 1	 2- 1	 3- 0	    28087.89	Ej Spelad	1.00	 1
 3- 1	 2- 1	 3- 1	    52128.88	Ej Spelad	1.00	 1
 3- 1	 2- 1	 3- 2	   182483.70	Ej Spelad	1.00	 1
 3- 1	 2- 1	 4- 0	   243372.19	Ej Spelad	1.00	 1
 3- 1	 2- 1	 4- 1	   243391.14	Ej Spelad	1.00	 1
 3- 1	 2- 2	 0- 0	    12521.57	Ej Spelad	1.00	 1
 3- 1	 2- 2	 0- 1	    20637.87	Ej Spelad	1.00	 1
 3- 1	 2- 2	 0- 3	   208113.25	Ej Spelad	1.00	 1
 3- 1	 2- 2	 1- 0	    10085.90	Ej Spelad	1.00	 1
 3- 1	 2- 2	 1- 1	    10709.23	Ej Spelad	1.00	 1
 3- 1	 2- 2	 1- 2	    42568.88	Ej Spelad	1.00	 1
 3- 1	 2- 2	 2- 0	    32430.11	Ej Spelad	1.00	 1
 3- 1	 2- 2	 2- 1	    16222.86	Ej Spelad	1.00	 1
 3- 1	 2- 2	 2- 2	    36480.56	Ej Spelad	1.00	 1
 3- 1	 2- 2	 2- 3	   291813.69	Ej Spelad	1.00	 1
 3- 1	 2- 2	 3- 0	   104224.80	Ej Spelad	1.00	 1
 3- 1	 2- 2	 3- 1	   182288.34	Ej Spelad	1.00	 1
 3- 1	 2- 2	 3- 2	   328268.22	Ej Spelad	1.00	 1
 3- 1	 2- 3	 0- 0	    61967.13	Ej Spelad	1.00	 1
 3- 1	 2- 3	 0- 2	   208182.94	Ej Spelad	1.00	 1
 3- 1	 2- 3	 1- 0	    32125.94	Ej Spelad	1.00	 1
 3- 1	 2- 3	 1- 1	    63890.91	Ej Spelad	1.00	 1
 3- 1	 2- 3	 2- 0	    48678.99	Ej Spelad	1.00	 1
 3- 1	 2- 3	 2- 1	    54772.63	Ej Spelad	1.00	 1
 3- 1	 2- 3	 2- 2	   291934.59	Ej Spelad	1.00	 1
 3- 1	 2- 4	 1- 0	   255486.50	Ej Spelad	1.00	 1
 3- 1	 2- 4	 2- 0	   219067.61	Ej Spelad	1.00	 1
 3- 1	 3- 0	 0- 0	    22940.42	Ej Spelad	1.00	 1
 3- 1	 3- 0	 0- 1	    23646.72	Ej Spelad	1.00	 1
 3- 1	 3- 0	 0- 2	    30286.96	Ej Spelad	1.00	 1
 3- 1	 3- 0	 0- 3	    96420.49	Ej Spelad	1.00	 1
 3- 1	 3- 0	 1- 0	    24948.06	Ej Spelad	1.00	 1
 3- 1	 3- 0	 1- 1	    19463.54	Ej Spelad	1.00	 1
 3- 1	 3- 0	 1- 2	    48639.10	Ej Spelad	1.00	 1
 3- 1	 3- 0	 1- 3	    72985.09	Ej Spelad	1.00	 1
 3- 1	 3- 0	 1- 4	   328452.91	Ej Spelad	1.00	 1
 3- 1	 3- 0	 2- 0	    40548.25	Ej Spelad	1.00	 1
 3- 1	 3- 0	 2- 1	    28062.11	Ej Spelad	1.00	 1
 3- 1	 3- 0	 2- 2	   104279.23	Ej Spelad	1.00	 1
 3- 1	 3- 0	 3- 1	   182447.31	Ej Spelad	1.00	 1
 3- 1	 3- 0	 3- 2	   364707.84	Ej Spelad	1.00	 1
 3- 1	 3- 1	 0- 0	    23648.00	Ej Spelad	1.00	 1
 3- 1	 3- 1	 0- 1	    15138.94	Ej Spelad	1.00	 1
 3- 1	 3- 1	 0- 2	    32083.21	Ej Spelad	1.00	 1
 3- 1	 3- 1	 0- 3	   191563.80	Ej Spelad	1.00	 1
 3- 1	 3- 1	 1- 0	    19457.60	Ej Spelad	1.00	 1
 3- 1	 3- 1	 1- 1	    24323.21	Ej Spelad	1.00	 1
 3- 1	 3- 1	 1- 2	    24328.85	Ej Spelad	1.00	 1
 3- 1	 3- 1	 1- 3	    82032.26	Ej Spelad	1.00	 1
 3- 1	 3- 1	 2- 0	    28057.85	Ej Spelad	1.00	 1
 3- 1	 3- 1	 2- 1	    52124.63	Ej Spelad	1.00	 1
 3- 1	 3- 1	 2- 2	   182392.45	Ej Spelad	1.00	 1
 3- 1	 3- 1	 3- 0	   182543.19	Ej Spelad	1.00	 1
 3- 1	 3- 1	 3- 1	   182521.44	Ej Spelad	1.00	 1
 3- 1	 3- 2	 0- 0	    30253.37	Ej Spelad	1.00	 1
 3- 1	 3- 2	 0- 1	    32122.37	Ej Spelad	1.00	 1
 3- 1	 3- 2	 0- 2	   127645.48	Ej Spelad	1.00	 1
 3- 1	 3- 2	 1- 0	    48679.50	Ej Spelad	1.00	 1
 3- 1	 3- 2	 1- 1	    24322.09	Ej Spelad	1.00	 1
 3- 1	 3- 2	 1- 2	    54731.15	Ej Spelad	1.00	 1
 3- 1	 3- 2	 2- 0	   104256.66	Ej Spelad	1.00	 1
 3- 1	 3- 2	 2- 1	   182555.23	Ej Spelad	1.00	 1
 3- 1	 3- 2	 2- 2	   328604.78	Ej Spelad	1.00	 1
 3- 1	 3- 2	 3- 0	   364803.34	Ej Spelad	1.00	 1
 3- 1	 3- 3	 0- 0	    96358.82	Ej Spelad	1.00	 1
 3- 1	 3- 3	 0- 1	   191715.77	Ej Spelad	1.00	 1
 3- 1	 3- 3	 1- 0	    72990.71	Ej Spelad	1.00	 1
 3- 1	 3- 3	 1- 1	    82000.52	Ej Spelad	1.00	 1
 3- 1	 3- 4	 1- 0	   328649.75	Ej Spelad	1.00	 1
 3- 1	 4- 0	 0- 0	    99779.91	Ej Spelad	1.00	 1
 3- 1	 4- 0	 0- 1	    77911.69	Ej Spelad	1.00	 1
 3- 1	 4- 0	 0- 2	   194753.31	Ej Spelad	1.00	 1
 3- 1	 4- 0	 0- 3	   291733.69	Ej Spelad	1.00	 1
 3- 1	 4- 0	 1- 0	    81131.32	Ej Spelad	1.00	 1
 3- 1	 4- 0	 1- 1	    56140.36	Ej Spelad	1.00	 1
 3- 1	 4- 0	 1- 2	   208670.53	Ej Spelad	1.00	 1
 3- 1	 4- 0	 2- 1	   243278.97	Ej Spelad	1.00	 1
 3- 1	 4- 1	 0- 0	    77856.86	Ej Spelad	1.00	 1
 3- 1	 4- 1	 0- 1	    97386.63	Ej Spelad	1.00	 1
 3- 1	 4- 1	 0- 2	    97384.60	Ej Spelad	1.00	 1
 3- 1	 4- 1	 0- 3	   328677.47	Ej Spelad	1.00	 1
 3- 1	 4- 1	 1- 0	    56188.33	Ej Spelad	1.00	 1
 3- 1	 4- 1	 1- 1	   104329.91	Ej Spelad	1.00	 1
 3- 1	 4- 1	 1- 2	   364969.78	Ej Spelad	1.00	 1
 3- 1	 4- 1	 2- 0	   243207.13	Ej Spelad	1.00	 1
 3- 1	 4- 1	 2- 1	   243374.77	Ej Spelad	1.00	 1
 3- 1	 4- 2	 0- 0	   194795.41	Ej Spelad	1.00	 1
 3- 1	 4- 2	 0- 1	    97315.52	Ej Spelad	1.00	 1
 3- 1	 4- 2	 0- 2	   218857.17	Ej Spelad	1.00	 1
 3- 1	 4- 2	 1- 0	   208386.59	Ej Spelad	1.00	 1
 3- 1	 4- 2	 1- 1	   364607.81	Ej Spelad	1.00	 1
 3- 1	 4- 3	 0- 0	   291832.59	Ej Spelad	1.00	 1
 3- 1	 4- 3	 0- 1	   328297.09	Ej Spelad	1.00	 1
 3- 1	 5- 0	 0- 1	   280992.28	Ej Spelad	1.00	 1
 3- 1	 5- 1	 0- 0	   280798.00	Ej Spelad	1.00	 1
 3- 2	 0- 0	 0- 0	     6348.04	11.616	9.80	10
 3- 2	 0- 0	 0- 1	     2610.66	28.246	17.55	18
 3- 2	 0- 0	 0- 2	    18724.22	 3.938	4.01	 4
 3- 2	 0- 0	 0- 3	    38057.20	 1.938	1.59	 2
 3- 2	 0- 0	 1- 0	     5581.91	13.211	10.72	11
 3- 2	 0- 0	 1- 1	     7558.23	 9.756	8.64	 9
 3- 2	 0- 0	 1- 2	     5882.19	 4.179	12.74	13
 3- 2	 0- 0	 2- 0	    10590.89	 6.963	6.67	 7
 3- 2	 0- 0	 2- 1	    12508.47	 5.895	5.81	 6
 3- 2	 0- 0	 2- 2	    41262.39	 1.787	1.37	 1
 3- 2	 0- 0	 3- 0	    47307.85	 1.559	1.01	 1
 3- 2	 0- 0	 3- 1	    30277.15	 2.436	2.28	 2
 3- 2	 0- 1	 0- 0	     2610.77	28.245	17.55	18
 3- 2	 0- 1	 0- 1	     9360.64	 7.878	7.35	 7
 3- 2	 0- 1	 0- 2	    12687.31	 2.906	5.73	 6
 3- 2	 0- 1	 1- 0	     7560.49	 9.753	8.64	 9
 3- 2	 0- 1	 1- 1	     2938.32	12.548	20.69	21
 3- 2	 0- 1	 2- 0	    12510.35	 5.894	5.81	 6
 3- 2	 0- 2	 0- 0	    18698.06	 3.944	4.01	 4
 3- 2	 0- 2	 0- 1	    12688.72	 5.811	5.74	 6
 3- 2	 0- 2	 1- 0	     5882.11	12.536	10.34	10
 3- 2	 0- 2	 2- 0	    41262.92	 1.787	1.37	 1
 3- 2	 0- 3	 0- 0	    38048.38	 1.938	1.60	 2
 3- 2	 0- 3	 0- 1	    42070.83	 1.753	1.32	 1
 3- 2	 1- 0	 0- 0	     5582.02	Ej Spelad	1.00	 1
 3- 2	 1- 0	 0- 1	     7547.81	Ej Spelad	1.00	 1
 3- 2	 1- 0	 0- 2	     5875.97	Ej Spelad	1.00	 1
 3- 2	 1- 0	 0- 3	    77126.03	Ej Spelad	1.00	 1
 3- 2	 1- 0	 0- 4	   252794.92	Ej Spelad	1.00	 1
 3- 2	 1- 0	 1- 0	     5289.63	Ej Spelad	1.00	 1
 3- 2	 1- 0	 1- 1	     6255.05	Ej Spelad	1.00	 1
 3- 2	 1- 0	 1- 2	    20651.98	Ej Spelad	1.00	 1
 3- 2	 1- 0	 2- 0	    15774.28	Ej Spelad	1.00	 1
 3- 2	 1- 0	 2- 1	    10089.07	Ej Spelad	1.00	 1
 3- 2	 1- 0	 2- 2	    21424.58	Ej Spelad	1.00	 1
 3- 2	 1- 0	 2- 3	   127875.36	Ej Spelad	1.00	 1
 3- 2	 1- 0	 3- 0	    38930.34	Ej Spelad	1.00	 1
 3- 2	 1- 0	 3- 1	    48657.96	Ej Spelad	1.00	 1
 3- 2	 1- 0	 3- 2	    48670.51	Ej Spelad	1.00	 1
 3- 2	 1- 0	 3- 3	   164220.72	Ej Spelad	1.00	 1
